country,points,price,province,region_1,region_2,title,variety,winery,year
US,87,30,California,Santa Barbara County,Central Coast,Steele 2013 Goodchild Vineyard Pinot Noir (Santa Barbara County),Pinot Noir,Steele,2013
US,87,39,Washington,Walla Walla Valley (WA),Columbia Valley,Three Rivers 2014 Syrah (Walla Walla Valley (WA)),Syrah,Three Rivers,2014
US,87,42,California,Russian River Valley,Sonoma,WesMar 2014 Oehlman Vineyard Pinot Noir (Russian River Valley),Pinot Noir,WesMar,2014
US,91,45,California,Howell Mountain,Napa,Bella Vetta 2005 Ami's Vineyard Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Bella Vetta,2005
US,91,100,California,Rutherford,Napa,Flora Springs 2006 Hillside Reserve Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Flora Springs,2006
US,91,48,Washington,Horse Heaven Hills,Columbia Valley,Robert Karl 2005 Inspiration Reserve Red Red (Horse Heaven Hills),Red Blend,Robert Karl,2005
US,91,50,California,Diamond Mountain District,Napa,Von Strasser 2006 Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Von Strasser,2006
US,90,21,California,Paso Robles,Central Coast,AJB Vineyards 1997 Syrah (Paso Robles),Syrah,AJB Vineyards,1997
US,89,25,California,Napa Valley,Napa,Jade Mountain 1999 Syrah (Napa Valley),Syrah,Jade Mountain,1999
US,89,25,California,Santa Maria Valley,Central Coast,Byron 1998 Pinot Noir (Santa Maria Valley),Pinot Noir,Byron,1998
US,88,30,California,Paso Robles,Central Coast,Garretson 1999 The Corcairghorm - Fralich Vineyard Syrah (Paso Robles),Syrah,Garretson,1999
US,91,35,California,El Dorado,Sierra Foothills,A Donkey and Goat 2007 Fenaughty Vineyard Syrah (El Dorado),Syrah,A Donkey and Goat,2007
US,91,38,California,Russian River Valley,Sonoma,Davis Family 2007 Guyzer Block Syrah (Russian River Valley),Syrah,Davis Family,2007
US,90,47,California,Sonoma Coast,Sonoma,Peters Family 2006 Sonoma Stage Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Peters Family,2006
US,90,47,California,Anderson Valley,,Segue 2007 Filigreen Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Segue,2007
US,90,45,California,Oakville,Napa,Emilio's Terrace 2006 Reserve Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Emilio's Terrace,2006
US,82,17,California,California,California Other,Clif Family 2006 The Climber Red (California),Red Blend,Clif Family,2006
US,80,10,California,California,California Other,Ca' Momi 2007 Rosso Di California Red (California),Red Blend,Ca' Momi,2007
US,97,125,California,Knights Valley,Sonoma,Kendall-Jackson 2006 Highland Estates Trace Ridge Red (Knights Valley),Bordeaux-style Red Blend,Kendall-Jackson,2006
US,95,60,California,Green Valley,Sonoma,Hartford Court 2007 Hailey's Block Pinot Noir (Green Valley),Pinot Noir,Hartford Court,2007
US,87,30,Washington,Yakima Valley,Columbia Valley,Kiona 1997 Reserve Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Kiona,1997
US,86,20,Oregon,Willamette Valley,Willamette Valley,Cloudline 2015 Pinot Noir (Willamette Valley),Pinot Noir,Cloudline,2015
US,86,30,California,Santa Maria Valley,Central Coast,J. Wilkes 2015 Pinot Noir (Santa Maria Valley),Pinot Noir,J. Wilkes,2015
US,86,12,California,California,California Other,OZV 2015 Red (California),Red Blend,OZV,2015
US,91,75,California,Sonoma County,Sonoma,Kenwood 2010 Artist Series Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Kenwood,2010
US,91,38,Washington,Yakima Valley,Columbia Valley,William Church 2012 Syrah (Yakima Valley),Syrah,William Church,2012
US,91,75,California,Carneros,Napa-Sonoma,ZD 2012 Founder's Reserve Pinot Noir (Carneros),Pinot Noir,ZD,2012
US,91,28,California,Paso Robles,Central Coast,Zenaida Cellars 2011 Estate Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Zenaida Cellars,2011
US,91,85,Washington,Red Mountain,Columbia Valley,DeLille 2011 Chaleur Estate Red (Red Mountain),Bordeaux-style Red Blend,DeLille,2011
US,91,44,California,Russian River Valley,Sonoma,Freeman 2012 Pinot Noir (Russian River Valley),Pinot Noir,Freeman,2012
US,91,65,California,Anderson Valley,,Domaine Anderson 2012 Dach Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Domaine Anderson,2012
US,91,47,California,Anderson Valley,,Drew 2012 Balo Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Drew,2012
US,92,78,California,Stags Leap District,Napa,Chimney Rock 2005 Elevage Red (Stags Leap District),Bordeaux-style Red Blend,Chimney Rock,2005
US,92,48,California,Sonoma County,Sonoma,Owl Ridge 2004 Brigden Vineyard Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Owl Ridge,2004
US,92,48,California,San Luis Obispo County,Central Coast,Io 2006 Ryan Road Vineyard Syrah (San Luis Obispo County),Syrah,Io,2006
US,92,50,California,Sta. Rita Hills,Central Coast,Ortman Family 2006 Fiddlestix Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Ortman Family,2006
US,92,30,California,Paso Robles,Central Coast,Falcone 2006 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Falcone,2006
US,92,55,California,Sta. Rita Hills,Central Coast,Babcock 2006 Ocean's Ghost Pinot Noir (Sta. Rita Hills),Pinot Noir,Babcock,2006
US,92,39,California,Santa Maria Valley,Central Coast,Byron 2006 Sierra Madre Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Byron,2006
US,92,75,California,Oakville,Napa,Swanson 2005 Alexis Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Swanson,2005
US,88,45,California,Sonoma Coast,Sonoma,Failla 2013 Pearlessence Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Failla,2013
US,88,45,Washington,Columbia Valley (WA),Columbia Valley,Woodinville Wine Cellars 2012 Reserve Syrah (Columbia Valley (WA)),Syrah,Woodinville Wine Cellars,2012
US,91,48,California,Calistoga,Napa,Envy 2008 Estate Cabernet Sauvignon (Calistoga),Cabernet Sauvignon,Envy,2008
US,91,30,Washington,Columbia Valley (WA),Columbia Valley,Forgeron 2007 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Forgeron,2007
US,91,50,Oregon,Willamette Valley,Willamette Valley,Toil Oregon 2014 Pinot Noir (Willamette Valley),Pinot Noir,Toil Oregon,2014
US,91,40,Oregon,Eola-Amity Hills,Willamette Valley,Zenith 2014 Barrel Select Pinot Noir (Eola-Amity Hills),Pinot Noir,Zenith,2014
US,91,35,California,Edna Valley,Central Coast,Baileyana 2014 La Entrada Pinot Noir (Edna Valley),Pinot Noir,Baileyana,2014
US,91,35,Oregon,Eola-Amity Hills,Willamette Valley,Bryn Mawr Vineyards 2014 Estate Pinot Noir (Eola-Amity Hills),Pinot Noir,Bryn Mawr Vineyards,2014
US,91,15,California,Sonoma County-Monterey County-Napa County,California Other,Contour 2014 Pinot Noir (Sonoma County-Monterey County-Napa County),Pinot Noir,Contour,2014
US,91,72,California,Russian River Valley,Sonoma,Dutton-Goldfield 2014 Dutton Ranch Freestone Hill Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Dutton-Goldfield,2014
US,91,75,California,Howell Mountain,Napa,Charles Krug 2013 Family Reserve Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Charles Krug,2013
US,86,150,California,Napa Valley,Napa,Janzen 2007 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Janzen,2007
US,86,36,California,Napa Valley,Napa,Crane Brothers 2006 Brodatious Crane Ranch Vineyard Red (Napa Valley),Red Blend,Crane Brothers,2006
US,86,59,California,Santa Lucia Highlands,Central Coast,Testarossa 2008 Rosella's Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Testarossa,2008
US,86,40,California,El Dorado,Sierra Foothills,Wofford Acres 2007 Estate Reserve Cabernet Sauvignon (El Dorado),Cabernet Sauvignon,Wofford Acres,2007
US,88,30,California,Sonoma County,Sonoma,Deerfield Ranch 2007 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Deerfield Ranch,2007
US,88,60,California,Rutherford,Napa,Terlato 2010 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Terlato,2010
US,88,25,Oregon,Eola-Amity Hills,Willamette Valley,Kudos 2012 Single Vineyard Series Zena Crown Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Kudos,2012
US,88,28,Oregon,Willamette Valley,Willamette Valley,Alchemist 2011 Pinot Noir (Willamette Valley),Pinot Noir,Alchemist,2011
US,88,60,California,Atlas Peak,Napa,Astrale e Terra 2009 Estate Cabernet Sauvignon (Atlas Peak),Cabernet Sauvignon,Astrale e Terra,2009
US,88,35,California,Chalk Hill,Sonoma,Blanchard Family 2010 Cash Allen Cabernet Sauvignon (Chalk Hill),Cabernet Sauvignon,Blanchard Family,2010
US,90,40,Washington,Columbia Valley (WA),Columbia Valley,Basel Cellars 2006 Inspired Red Red (Columbia Valley (WA)),Red Blend,Basel Cellars,2006
US,90,55,Washington,Columbia Valley (WA),Columbia Valley,Bergevin Lane 2006 Intuition Reserve Red Wine Red (Columbia Valley (WA)),Red Blend,Bergevin Lane,2006
US,90,45,California,Russian River Valley,Sonoma,De Loach 2007 Maboroshi Vineyard Pinot Noir (Russian River Valley),Pinot Noir,De Loach,2007
US,88,30,Washington,Horse Heaven Hills,Columbia Valley,Fall Line 2005 Horse Heaven Hills Red Wine Red (Horse Heaven Hills),Red Blend,Fall Line,2005
US,88,20,Washington,Columbia Valley (WA),Columbia Valley,Helix 2005 Pomatia Red Wine Red (Columbia Valley (WA)),Red Blend,Helix,2005
US,85,42,California,Napa Valley,Napa,Lawer 2009 Three Coins Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Lawer,2009
US,85,15,California,Paso Robles,Central Coast,Liberty School 2010 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Liberty School,2010
US,85,25,California,Napa Valley,Napa,Ca' Momi 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Ca' Momi,2010
US,85,50,Oregon,Dundee Hills,Willamette Valley,Erath 2010 Knight's Gambit Pinot Noir (Dundee Hills),Pinot Noir,Erath,2010
US,85,50,Oregon,Dundee Hills,Willamette Valley,Erath 2010 Prince Hill 115 Pinot Noir (Dundee Hills),Pinot Noir,Erath,2010
US,85,15,California,Central Coast,Central Coast,Bridlewood 2011 Blend 175 Red (Central Coast),Red Blend,Bridlewood,2011
US,93,68,California,Fort Ross-Seaview,Sonoma,Red Car 2012 Estate Vineyard Pinot Noir (Fort Ross-Seaview),Pinot Noir,Red Car,2012
US,93,32,California,Red Hills Lake County,,Sol Rouge 2011 Syrah (Red Hills Lake County),Syrah,Sol Rouge,2011
US,93,29,California,Santa Cruz Mountains,Central Coast,Windy Oaks 2012 Terra Narro Pinot Noir (Santa Cruz Mountains),Pinot Noir,Windy Oaks,2012
US,93,145,California,Oakville,Napa,Venge 2011 Family Reserve Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Venge,2011
US,93,56,California,Paso Robles,Central Coast,Daou 2011 Reserve Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Daou,2011
US,93,40,California,Santa Cruz Mountains,Central Coast,Bargetto 2012 Regan Vineyard Estate Reserve Pinot Noir (Santa Cruz Mountains),Pinot Noir,Bargetto,2012
US,90,50,Washington,Columbia Valley (WA),Columbia Valley,Cadaretta 2008 Springboard Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Cadaretta,2008
US,90,75,Washington,Red Mountain,Columbia Valley,Rasa 2009 Plus One Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Rasa,2009
US,90,135,California,Oakville,Napa,Robert Mondavi 2009 Reserve Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Robert Mondavi,2009
US,90,25,Washington,Yakima Valley,Columbia Valley,Sheridan Vineyard 2010 Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Sheridan Vineyard,2010
US,90,15,Washington,Washington,Washington Other,Thurston Wolfe 2009 Dr. Wolfe's Family Red Red (Washington),Red Blend,Thurston Wolfe,2009
US,85,16,California,Central Coast,Central Coast,La Merika 2012 Pinot Noir (Central Coast),Pinot Noir,La Merika,2012
US,85,50,California,Carmel Valley,Central Coast,Boëté 2009 Saunders Vineyard Reserve Cabernet Sauvignon (Carmel Valley),Cabernet Sauvignon,Boëté,2009
US,85,39,California,Paso Robles,Central Coast,Cerro Prieto 2010 La Tertazza Bloc Reserve Syrah (Paso Robles),Syrah,Cerro Prieto,2010
US,85,32,California,Livermore Valley,Central Coast,Las Positas 2011 Estate Bottled Syrah (Livermore Valley),Syrah,Las Positas,2011
US,85,25,Washington,Washington,Washington Other,Merry Cellars 2011 Crimson Red (Washington),Bordeaux-style Red Blend,Merry Cellars,2011
US,85,15,California,Monterey County,Central Coast,Noble Vines 2012 667 Pinot Noir (Monterey County),Pinot Noir,Noble Vines,2012
US,85,11,California,California,California Other,Bogle 2011 Cabernet Sauvignon (California),Cabernet Sauvignon,Bogle,2011
US,85,49,Washington,Columbia Valley (WA),Columbia Valley,Challenger Ridge 2010 Thornwood Reserve Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Challenger Ridge,2010
US,87,20,California,Central Coast,Central Coast,Sarah's Vineyard 2012 Pinot Noir (Central Coast),Pinot Noir,Sarah's Vineyard,2012
US,87,26,Oregon,Willamette Valley,Willamette Valley,Spindrift Cellars 2013 OSU Woodhall III Pinot Noir (Willamette Valley),Pinot Noir,Spindrift Cellars,2013
US,87,22,California,Monterey-Santa Barbara-Sonoma,California Other,Meiomi 2013 Pinot Noir (Monterey-Santa Barbara-Sonoma),Pinot Noir,Meiomi,2013
US,90,55,California,Sonoma Valley,Sonoma,August Briggs 2012 Monte Rosso Vineyard Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,August Briggs,2012
US,90,34,Washington,Red Mountain,Columbia Valley,Full Pull & Friends 2012 Angela's Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Full Pull & Friends,2012
US,90,38,California,Napa Valley,Napa,Cuvaison 2013 Estate Grown Pinot Noir (Napa Valley),Pinot Noir,Cuvaison,2013
US,90,15,Washington,Horse Heaven Hills,Columbia Valley,Columbia Crest 2013 H3 Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Columbia Crest,2013
US,90,62,California,Paso Robles,Central Coast,Proulx 2013 Jack Barrett Red (Paso Robles),Red Blend,Proulx,2013
US,90,25,California,Santa Lucia Highlands,Central Coast,Sextant 2013 Pinot Noir (Santa Lucia Highlands),Pinot Noir,Sextant,2013
US,90,90,California,Napa Valley,Napa,Signorello 2012 Estate Grown and Bottled Unfiltered Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Signorello,2012
US,89,29,California,Monterey-Santa Barbara,Central Coast,Pali 2008 Summit Pinot Noir (Monterey-Santa Barbara),Pinot Noir,Pali,2008
US,89,32,California,Sta. Rita Hills,Central Coast,Seagrape 2007 Huber Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Seagrape,2007
US,89,40,California,Alexander Valley,Sonoma,Souverain 2006 Winemaker's Reserve Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Souverain,2006
US,89,75,California,Paso Robles,Central Coast,Adelaida 2007 Viking Estate Vineyard Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Adelaida,2007
US,89,34,California,Alexander Valley,Sonoma,J. Rickards 2008 Five Sisters Blend Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,J. Rickards,2008
US,84,24,California,Sonoma Coast,Sonoma,Schug 2007 Pinot Noir (Sonoma Coast),Pinot Noir,Schug,2007
US,84,14,California,Santa Barbara County,Central Coast,Kirkland Signature 2007 Pinot Noir (Santa Barbara County),Pinot Noir,Kirkland Signature,2007
US,84,10,California,California,California Other,Ironstone 2007 Cabernet Sauvignon (California),Cabernet Sauvignon,Ironstone,2007
US,94,145,California,Oakville,Napa,Far Niente 2012 Estate Bottled Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Far Niente,2012
US,94,54,California,Edna Valley,Central Coast,Talley 2012 Stone Corral Vineyard Proprietor Grown Pinot Noir (Edna Valley),Pinot Noir,Talley,2012
US,94,70,California,Russian River Valley,Sonoma,Gary Farrell 2012 Rochioli Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell,2012
US,93,35,Washington,Columbia Valley (WA),Columbia Valley,Flying Trout 2011 The Brook Blend Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Flying Trout,2011
US,84,20,Washington,Columbia Valley (WA),Columbia Valley,Kana 2007 Dark Star Red Red (Columbia Valley (WA)),Red Blend,Kana,2007
US,84,22,Washington,Columbia Valley (WA),Columbia Valley,RiverAerie 2007 Syrah (Columbia Valley (WA)),Syrah,RiverAerie,2007
US,84,15,New York,North Fork of Long Island,Long Island,Brooklyn Oenology 2006 Social Club Red Red (North Fork of Long Island),Bordeaux-style Red Blend,Brooklyn Oenology,2006
US,84,24,California,Monterey,Central Coast,La Crema 2008 Pinot Noir (Monterey),Pinot Noir,La Crema,2008
US,83,22,New York,Hudson River Region,New York Other,Hudson-Chatham 2007 Empire Red (Hudson River Region),Red Blend,Hudson-Chatham,2007
US,87,19,Washington,Columbia Valley (WA),Columbia Valley,Boomtown 2013 Syrah (Columbia Valley (WA)),Syrah,Boomtown,2013
US,87,20,California,Mendocino County,,San Francisco Wine Press NV Yerba Buena Red (Mendocino County),Red Blend,San Francisco Wine Press,
US,93,50,California,Sta. Rita Hills,Central Coast,Fess Parker 2015 Ashley's Pinot Noir (Sta. Rita Hills),Pinot Noir,Fess Parker,2015
US,93,38,California,Sta. Rita Hills,Central Coast,Montemar Wines 2013 Pinot Noir (Sta. Rita Hills),Pinot Noir,Montemar Wines,2013
US,93,48,California,Sonoma Coast,Sonoma,Patz & Hall 2015 Pinot Noir (Sonoma Coast),Pinot Noir,Patz & Hall,2015
US,93,25,California,Russian River Valley,Sonoma,Pellegrini 2014 Pinot Noir (Russian River Valley),Pinot Noir,Pellegrini,2014
US,93,105,California,Stags Leap District,Napa,Raymond 2014 District Collection Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Raymond,2014
US,93,60,California,Santa Maria Valley,Central Coast,Solomon Hills 2014 Pinot Noir (Santa Maria Valley),Pinot Noir,Solomon Hills,2014
US,93,65,California,Santa Maria Valley,Central Coast,Wild Horse 2013 Cheval Sauvage Pinot Noir (Santa Maria Valley),Pinot Noir,Wild Horse,2013
US,93,36,California,Santa Barbara County,Central Coast,Aether Wine Company 2014 Pinot Noir (Santa Barbara County),Pinot Noir,Aether Wine Company,2014
US,93,105,California,Atlas Peak,Napa,Garavin 2013 Garrett Brown Vineyard Cabernet Sauvignon (Atlas Peak),Cabernet Sauvignon,Garavin,2013
US,93,125,California,Napa Valley,Napa,Janzen 2014 Beckstoffer Missouri Hopper Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Janzen,2014
US,93,49,California,Russian River Valley,Sonoma,Lost and Found Winery 2014 Pinot Noir (Russian River Valley),Pinot Noir,Lost and Found Winery,2014
US,93,20,California,Sierra Foothills,Sierra Foothills,Omen 2016 Cabernet Sauvignon (Sierra Foothills),Cabernet Sauvignon,Omen,2016
US,91,36,Oregon,Willamette Valley,Willamette Valley,Trisaetum 2014 Pinot Noir (Willamette Valley),Pinot Noir,Trisaetum,2014
US,91,155,California,Stags Leap District,Napa,Chimney Rock 2013 Tomahawk Vineyard Estate Grown Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Chimney Rock,2013
US,91,32,California,Lake County,,Shannon Ridge 2013 Reserve Home Ranch Cabernet Sauvignon (Lake County),Cabernet Sauvignon,Shannon Ridge,2013
US,91,200,California,Stags Leap District,Napa,Stags' Leap Winery 2012 Estate Grown Audentia Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Stags' Leap Winery,2012
US,91,25,California,Sierra Foothills,Sierra Foothills,"Naggiar 2013 Zio Luciano Estate Grown, Produced and Bottled Red (Sierra Foothills)",Red Blend,Naggiar,2013
US,84,50,California,Anderson Valley,,Toulouse 2010 Estate Pinot Noir (Anderson Valley),Pinot Noir,Toulouse,2010
US,83,50,California,Anderson Valley,,Toulouse 2011 Estate Pinot Noir (Anderson Valley),Pinot Noir,Toulouse,2011
US,83,25,California,Russian River Valley,Sonoma,Mossback 2012 Pinot Noir (Russian River Valley),Pinot Noir,Mossback,2012
US,91,35,Washington,Columbia Valley (WA),Columbia Valley,Brian Carter Cellars 2010 Le Coursier Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Brian Carter Cellars,2010
US,91,70,California,Chalk Hill,Sonoma,Chalk Hill 2010 Estate Red (Chalk Hill),Red Blend,Chalk Hill,2010
US,91,50,California,Napa Valley,Napa,50 Harvests 2011 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,50 Harvests,50
US,91,25,Washington,Columbia Valley (WA),Columbia Valley,Board Track Racer 2012 The Chief Red (Columbia Valley (WA)),Red Blend,Board Track Racer,2012
US,91,30,Washington,Red Mountain,Columbia Valley,Gorman 2011 Zachary's Ladder Red (Red Mountain),Red Blend,Gorman,2011
US,91,18,California,Yountville,Napa,People's Wine Revolution 2012 Massa Ranch Syrah (Yountville),Syrah,People's Wine Revolution,2012
US,91,46,California,Russian River Valley,Sonoma,Roadhouse Winery 2012 Yellow Label Pinot Noir (Russian River Valley),Pinot Noir,Roadhouse Winery,2012
US,91,45,California,Napa Valley,Napa,MacLaren 2011 Stagecoach Vineyard Syrah (Napa Valley),Syrah,MacLaren,2011
US,90,26,Washington,Columbia Valley (WA),Columbia Valley,Novelty Hill 2011 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Novelty Hill,2011
US,92,72,California,Anderson Valley,,Donum 2014 Year of the Horse Single Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Donum,2014
US,92,75,Washington,Columbia Valley (WA),Columbia Valley,Dunham 2012 Lewis Vineyard Artist Series Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Dunham,2012
US,92,52,California,Sonoma Coast,Sonoma,Eric Kent 2014 Sascha Marie Pinot Noir (Sonoma Coast),Pinot Noir,Eric Kent,2014
US,92,86,California,Happy Canyon of Santa Barbara,Central Coast,Grimm's Bluff 2014 Contango Cabernet Sauvignon (Happy Canyon of Santa Barbara),Cabernet Sauvignon,Grimm's Bluff,2014
US,92,48,California,Happy Canyon of Santa Barbara,Central Coast,Grimm's Bluff 2014 Estate Cabernet Sauvignon (Happy Canyon of Santa Barbara),Cabernet Sauvignon,Grimm's Bluff,2014
US,92,100,California,Howell Mountain,Napa,Lamborn Family Vineyards 2013 Vintage XI Proprietor Grown Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Lamborn Family Vineyards,2013
US,92,55,California,North Coast,North Coast,Keating 2013 Finvarra Red (North Coast),Bordeaux-style Red Blend,Keating,2013
US,92,50,California,Napa Valley,Napa,Kuleto Estate 2013 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Kuleto Estate,2013
US,92,75,New York,North Fork of Long Island,Long Island,Paumanok 2014 Tuthill's Lane Vineyard Cabernet Sauvignon (North Fork of Long Island),Cabernet Sauvignon,Paumanok,2014
US,92,40,California,Russian River Valley,Sonoma,Sandler 2015 Keefer Ranch Pinot Noir (Russian River Valley),Pinot Noir,Sandler,2015
US,86,22,Washington,Columbia Valley (WA),Columbia Valley,Goose Ridge 2009 g3 Red (Columbia Valley (WA)),Red Blend,Goose Ridge,2009
US,86,15,California,California,California Other,Angeline 2011 Pinot Noir (California),Pinot Noir,Angeline,2011
US,86,35,Virginia,Virginia,,Glen Manor 2009 Hodder Hill Red (Virginia),Bordeaux-style Red Blend,Glen Manor,2009
US,86,48,California,Napa Valley,Napa,Rutherford Ranch 2008 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Rutherford Ranch,2008
US,86,15,California,North Coast,North Coast,Steelhead Vineyards 2010 Red (North Coast),Red Blend,Steelhead Vineyards,2010
US,88,19,Washington,Yakima Valley,Columbia Valley,Cottonwood Winery of Oregon 2008 Raya Jade Syrah (Yakima Valley),Syrah,Cottonwood Winery of Oregon,2008
US,88,47,New York,Finger Lakes,Finger Lakes,Damiani 2011 Reserve Pinot Noir (Finger Lakes),Pinot Noir,Damiani,2011
US,88,30,Washington,Columbia Valley (WA),Columbia Valley,Two Vintners 2012 Legit Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Two Vintners,2012
US,87,54,California,Napa Valley,Napa,Pine Ridge 2012 Estate Vineyards Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Pine Ridge,2012
US,87,38,California,Santa Ynez Valley,Central Coast,Sevtap 2012 Zig-A-Zig-Ahh Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,Sevtap,2012
US,87,28,Washington,Yakima Valley,Columbia Valley,Two Mountain 2012 Copeland Vineayard Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Two Mountain,2012
US,86,12,California,Lodi,Central Valley,Ironstone 2014 Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Ironstone,2014
US,87,85,Oregon,Dundee Hills,Willamette Valley,Archery Summit 2004 Red Hills Estate Pinot Noir (Dundee Hills),Pinot Noir,Archery Summit,2004
US,89,30,Washington,Red Mountain,Columbia Valley,Fall Line 2005 Red Mountain Red Wine Red (Red Mountain),Red Blend,Fall Line,2005
US,89,20,Washington,Washington,Washington Other,O•S Winery 2006 Red Wine Red (Washington),Red Blend,O•S Winery,2006
US,89,75,California,Napa Valley,Napa,Oriel 2004 Solona Syrah (Napa Valley),Syrah,Oriel,2004
US,89,70,California,Sonoma Coast,Sonoma,J Vineyards & Winery 2006 Pinot Noir (Sonoma Coast),Pinot Noir,J Vineyards & Winery,2006
US,88,48,California,Napa Valley,Napa,Paraduxx 2005 Red (Napa Valley),Red Blend,Paraduxx,2005
US,88,18,Washington,Walla Walla Valley (WA),Columbia Valley,Rulo 2006 Syrca Red Wine Red (Walla Walla Valley (WA)),Red Blend,Rulo,2006
US,88,40,Washington,Columbia Valley (WA),Columbia Valley,Hestia Cellars 2005 Meritage Red Wine Red (Columbia Valley (WA)),Red Blend,Hestia Cellars,2005
US,89,28,Virginia,Monticello,,Trump 2012 New World Reserve Red (Monticello),Bordeaux-style Red Blend,Trump,2012
US,89,24,Oregon,Willamette Valley,Willamette Valley,Patton Valley 2013 Pinot Noir (Willamette Valley),Pinot Noir,Patton Valley,2013
US,89,28,California,Paso Robles,Central Coast,Sextant 2012 Holystone Red (Paso Robles),Red Blend,Sextant,2012
US,89,50,California,St. Helena,Napa,Trinchero 2011 Central Park West Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Trinchero,2011
US,89,50,Oregon,McMinnville,Willamette Valley,Willamette Valley Vineyards 2012 AVA Series Pinot Noir (McMinnville),Pinot Noir,Willamette Valley Vineyards,2012
US,92,85,Oregon,McMinnville,Willamette Valley,Maysara 2005 Mitra Pinot Noir (McMinnville),Pinot Noir,Maysara,2005
US,91,75,Oregon,Willamette Valley,Willamette Valley,Elk Cove 2006 Roosevelt Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Elk Cove,2006
US,90,48,California,Russian River Valley,Sonoma,Terra Valentine 2011 Pinot Noir (Russian River Valley),Pinot Noir,Terra Valentine,2011
US,90,40,California,Arroyo Grande Valley,Central Coast,Orfila 2012 Clone 115 Pinot Noir (Arroyo Grande Valley),Pinot Noir,Orfila,2012
